sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
平鎮,桃園市,116,細懸浮微粒,對敏感族群不健康,1.2,0.61,43.1,54.5,96,65,26.9,28,1,0.5,35,"2024-11-14 18:00",,0.4,41.1,64,1,121.203986,24.952786,20
觀音,桃園市,100,細懸浮微粒,普通,0.7,0.44,34.5,52.8,86,54,20.5,21.2,0.6,0.3,42,"2024-11-14 18:00",,0.2,35.2,60,1,121.08283092,25.03556747,19
大園,桃園市,99,細懸浮微粒,普通,1.6,0.45,28.4,48.0,74,42,33,35.9,2.9,1.5,5,"2024-11-14 18:00",,0.4,34.8,61,2,121.20251473,25.06100357,18
桃園,桃園市,108,細懸浮微粒,對敏感族群不健康,4.4,0.75,22.8,45.1,90,53,50.3,52.5,2.1,1.1,311,"2024-11-14 18:00",,0.4,38.2,64,2,121.30500531,24.9947107,17
大同,臺北市,33,,良好,1.6,1.69,,,9,8,20,103.2,83.1,-,-,"2024-11-14 18:00",,1,9.7,13,0,121.51342074,25.06331455,16
松山,臺北市,17,,良好,0.5,0.26,5.7,10.1,6,2,10.3,19.5,9.2,0.5,27,"2024-11-14 18:00",,0.1,1.9,11,0,121.578611,25.05,15
古亭,臺北市,10,,良好,0,0.15,10.4,11.6,4,1,4.8,6.9,2,4.2,65,"2024-11-14 18:00",,0.1,1.1,8,,121.529556,25.020608,14
萬華,臺北市,22,,良好,1.7,0.34,1.1,7.1,9,0,13.7,31.9,18.1,2.4,91,"2024-11-14 18:00",,0.2,1.8,11,1,121.507972,25.046503,13
中山,臺北市,18,,良好,0.3,0.33,5.2,7.9,9,6,11.8,19.8,8,3.7,78,"2024-11-14 18:00",,0.2,5.4,11,0,121.526528,25.062361,12
士林,臺北市,15,,良好,0.3,0.22,6.8,12.1,13,6,9.8,12.9,3.1,1.9,129,"2024-11-14 18:00",,0.1,3.5,11,0,121.51666356,25.10334003,11
淡水,新北市,33,,良好,1.2,0.09,13.6,24.6,10,6,3.4,4.3,0.8,,,"2024-11-14 18:00",,0.1,10.2,25,1,121.449239,25.1645,10
林口,新北市,23,,良好,0.2,0.28,2.6,9.6,4,3,14.5,21.5,6.9,2.9,100,"2024-11-14 18:00",,0.2,2.5,13,0,121.36548982,25.07798949,9
菜寮,新北市,20,,良好,0.6,0.41,4.6,10.8,7,9,12.6,16.9,4.3,2.9,92,"2024-11-14 18:00",,0.2,5.2,9,0,121.481028,25.06895,8
新莊,新北市,23,,良好,0.8,0.32,3.9,10.7,18,7,10.7,14.8,4,3.5,68,"2024-11-14 18:00",,0.2,7.1,21,0,121.4325,25.037972,7
板橋,新北市,25,,良好,0.5,0.51,3.9,9.8,10,4,15.1,25.5,10.3,1.7,63,"2024-11-14 18:00",,0.3,4.9,13,0,121.458667,25.012972,6
土城,新北市,23,,良好,0.5,0.4,5.1,11.8,13,7,14.3,17.9,3.6,0.7,87,"2024-11-14 18:00",,0.2,5.5,14,0,121.451861,24.982528,5
新店,新北市,25,,良好,0.7,0.17,10,12.9,11,8,4.7,6.4,1.6,4.9,129,"2024-11-14 18:00",,0.1,7.7,8,0,121.537778,24.977222,4
萬里,新北市,12,,良好,0.4,0.2,5.7,13,9,6,7.5,14,6.4,1.3,206,"2024-11-14 18:00",,0.1,3.4,10,1,121.689881,25.179667,3
汐止,新北市,24,,良好,0.3,0.23,3.6,9.7,9,3,11.9,20.3,8.4,0.5,357,"2024-11-14 18:00",,0.1,7.4,8,0,121.64081,25.06624,2
基隆,基隆市,11,,良好,0.7,0.22,9.4,12.9,8,2,5.7,7.7,1.9,0.9,108,"2024-11-14 18:00",,0.1,1.7,8,0,121.760056,25.129167,1
屏東(枋山),屏東縣,40,,良好,0.2,0.08,14.4,43.2,3,5,0.7,1.7,0.9,1.8,85,"2024-11-14 17:00",,0.1,12.4,33,0,120.651472,22.260899,313
宜蘭（頭城）,宜蘭縣,16,,良好,0.1,0.08,16.2,17.4,19,5,2.9,3.4,0.5,0.2,70,"2024-11-14 17:00",,0,2.8,13,0,121.82463916,24.85366672,312
新北(樹林),新北市,56,二氧化氮,普通,1.7,0.51,21.4,16.9,61,32,38.1,41.8,3.7,0,13,"2024-11-14 17:00",,0.3,10.7,26,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,80,細懸浮微粒,普通,0.5,0.16,43.4,50.1,30,19,3.9,4.8,0.8,1.1,330,"2024-11-14 17:00",,0.2,27.4,44,0,120.37722,22.35222,204
臺南（麻豆）,臺南市,51,細懸浮微粒,普通,0.4,0.16,45.2,40.1,46,17,7.7,8.9,1.1,1,351,"2024-11-14 17:00",,0.1,15.5,45,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,48,,良好,1.3,0.17,42.3,37.4,35,14,5.5,6.3,0.8,1.8,284,"2024-11-14 17:00",,0.2,14.7,39,1,120.24535,22.87985556,202
彰化（員林）,彰化縣,124,細懸浮微粒,對敏感族群不健康,1.9,0.41,48.8,43.5,71,49,15.1,16.5,1.4,0.8,352,"2024-11-14 17:00",,0.4,44.4,71,1,120.56373,23.96117,201
大城,彰化縣,60,細懸浮微粒,普通,0.6,0.13,33.4,36.4,24,13,5.9,6.6,0.6,3.1,33,"2024-11-14 17:00",,0.1,19,34,0,120.26964167,23.85493056,85
富貴角,新北市,57,細懸浮微粒,普通,0.6,0.19,55.7,36.5,42,25,4.1,4.1,0,0.8,160,"2024-11-14 17:00",,0.1,17.8,34,0,121.53656894,25.29681695,84
麥寮,雲林縣,81,細懸浮微粒,普通,1.4,0.2,36.1,40.1,44,26,6.9,8.3,1.3,3,359,"2024-11-14 17:00",,0.1,27.8,43,1,120.251825,23.753506,83
關山,臺東縣,19,,良好,1.1,0.14,6.5,7.4,17,3,3.6,5.5,1.8,0.7,87,"2024-11-14 17:00",,0.1,2.7,19,1,121.161933,23.045083,80
馬公,澎湖縣,43,,良好,1.5,0.22,50.5,46.2,30,11,3.5,4.3,0.7,2.9,42,"2024-11-14 17:00",,0.1,10,28,1,119.566158,23.569031,78
金門,金門縣,47,,良好,0.9,0.3,45.3,51.3,36,19,10.8,11.5,0.6,1.9,107,"2024-11-14 17:00",,0.2,13.7,28,1,118.312256,24.432133,77
馬祖,連江縣,31,,良好,0.9,0.3,27.6,31.5,15,10,8.4,9.2,0.8,3.3,352,"2024-11-14 17:00",,0.2,9.7,15,0,119.952724,26.153736,75
埔里,南投縣,47,,良好,1.3,0.2,26.8,25.7,15,16,5.9,7.2,1.2,0.4,221,"2024-11-14 17:00",,0.2,14.4,18,1,120.967903,23.968842,72
復興,高雄市,80,細懸浮微粒,普通,0.8,0.37,37.7,49.0,42,22,,,,0.4,197,"2024-11-14 17:00",,0.3,27.3,47,0,120.312017,22.608711,71
永和,新北市,16,,良好,,,7.5,12,13,6,8.4,14.4,5.9,1.7,99,"2024-11-14 17:00",,0.2,5,10,0,121.516306,25.017,70
竹山,南投縣,99,細懸浮微粒,普通,2.4,0.48,49.1,44.4,99,53,13.5,14,0.5,1.2,312,"2024-11-14 17:00",,0.2,34.9,60,1,120.677306,23.756389,69
中壢,桃園市,104,細懸浮微粒,對敏感族群不健康,2,0.98,20.5,27.4,74,46,52.5,80.8,28.2,0.3,22,"2024-11-14 17:00",,0.8,36.6,55,1,121.221667,24.953278,68
三重,新北市,30,,良好,0.7,0.78,2.2,4.4,19,6,18.1,74.3,56.1,-,-,"2024-11-14 17:00",,0.6,6.1,15,0,121.493806,25.072611,67
冬山,宜蘭縣,17,,良好,0.5,0.23,8.6,12.8,24,7,8.9,16,7.1,0.9,179,"2024-11-14 17:00",,0.1,4.4,17,0,121.792928,24.632203,66
宜蘭,宜蘭縣,15,,良好,0.7,0.2,8.8,12.0,20,10,6,8.4,2.3,1.9,122,"2024-11-14 17:00",,0.1,4.5,13,0,121.746394,24.747917,65
陽明,臺北市,13,,良好,0.6,0.09,14.5,15.0,4,0,0.7,1.4,0.6,2.9,160,"2024-11-14 17:00",,0,0.9,7,0,121.529583,25.182722,64
花蓮,花蓮縣,20,,良好,0.9,0.22,10.5,11.8,28,3,4.8,6.9,2,0.8,166,"2024-11-14 17:00",,0.1,2.6,20,1,121.599769,23.971306,63
臺東,臺東縣,12,,良好,0.6,0.21,5.9,9.3,6,1,7.5,11.7,4.2,1.1,294,"2024-11-14 17:00",,0.1,1.2,10,0,121.15045,22.755358,62
恆春,屏東縣,13,,良好,0.5,0.09,14.5,14.5,2,0,0.7,1.7,0.9,6.9,37,"2024-11-14 17:00",,0,1.5,4,0,120.788928,21.958069,61
潮州,屏東縣,61,細懸浮微粒,普通,1.4,0.21,67,46.8,48,25,8,9,1,1.5,206,"2024-11-14 17:00",,0.1,19.7,34,1,120.561175,22.523108,60
屏東,屏東縣,49,,良好,,0.25,,38.4,44,,8.8,9.3,0.5,1.5,271,"2024-11-14 17:00",,0.2,15.1,35,1,120.488033,22.673081,59
小港,高雄市,76,細懸浮微粒,普通,1.1,0.26,27.7,40.3,53,15,34.3,44.1,9.7,1.9,258,"2024-11-14 17:00",,0.3,25.6,55,0,120.337736,22.565833,58
前鎮,高雄市,72,細懸浮微粒,普通,2.1,0.22,33.7,45.8,47,19,23.3,25.4,2.1,1.2,327,"2024-11-14 17:00",,0.3,24.1,47,1,120.30833356,22.6044507,57
前金,高雄市,60,細懸浮微粒,普通,0.6,0.29,38.4,40.8,54,14,15.9,18.5,2.6,2.1,359,"2024-11-14 17:00",,0.2,19.2,54,0,120.28676111,22.63390278,56
左營,高雄市,56,細懸浮微粒,普通,0.8,0.16,42.5,39.8,34,11,4.9,6.3,1.4,2.4,292,"2024-11-14 17:00",,0.2,17.7,41,1,120.292917,22.674861,54
楠梓,高雄市,62,細懸浮微粒,普通,1.3,0.23,41.1,42.2,55,18,12.3,13.9,1.6,1.8,277,"2024-11-14 17:00",,0.2,20,51,1,120.328289,22.733667,53
林園,高雄市,75,細懸浮微粒,普通,1,0.14,45.1,45.5,43,15,5.8,6.2,0.3,1.9,241,"2024-11-14 17:00",,0.2,25.3,50,1,120.41175,22.4795,52
大寮,高雄市,80,細懸浮微粒,普通,1.7,0.28,55.3,46.3,43,26,15.4,16.5,1,1.2,219,"2024-11-14 17:00",,0.2,27.1,34,2,120.425311,22.56413611,51
鳳山,高雄市,80,細懸浮微粒,普通,1,0.84,31.7,44.8,53,22,27.9,31.8,3.8,0.6,275,"2024-11-14 17:00",,0.5,27.3,52,1,120.357422,22.628126,50
仁武,高雄市,69,細懸浮微粒,普通,1.1,0.2,34.8,42.2,36,17,13.9,15,1,2.3,290,"2024-11-14 17:00",,0.3,22.7,41,1,120.332631,22.689056,49
橋頭,高雄市,71,細懸浮微粒,普通,0.8,0.16,42,40.0,43,17,7.9,9.2,1.2,2.6,251,"2024-11-14 17:00",,0.2,23.8,46,0,120.305689,22.757506,48
美濃,高雄市,49,,良好,1,0.22,47.7,35.6,32,15,3.5,4.3,0.8,1.7,212,"2024-11-14 17:00",,0.2,15,31,0,120.530542,22.883583,47
臺南,臺南市,63,細懸浮微粒,普通,0.5,0.3,44.3,43.6,49,23,11.2,12.4,1.1,1.6,348,"2024-11-14 17:00",,0.2,20.5,44,0,120.21947897,22.98928311,46
安南,臺南市,61,細懸浮微粒,普通,0.9,0.23,47.3,42.8,49,18,6.2,7.3,1,1.2,329,"2024-11-14 17:00",,0.2,19.5,46,0,120.2175,23.048197,45
善化,臺南市,68,細懸浮微粒,普通,1,0.16,46.1,41.8,48,19,5.4,6.7,1.2,1.3,331,"2024-11-14 17:00",,0.1,22.6,52,1,120.29740529,23.11337642,44
新營,臺南市,74,細懸浮微粒,普通,1.2,0.25,45.1,42.3,74,29,12,14.1,2,1.1,345,"2024-11-14 17:00",,0.2,25,60,0,120.31725,23.305633,43
嘉義,嘉義市,115,細懸浮微粒,對敏感族群不健康,3.3,0.33,44.5,41.5,88,47,12.8,14.2,1.3,2.2,357,"2024-11-14 17:00",,0.3,40.8,76,1,120.44125148,23.46477865,42
臺西,雲林縣,60,細懸浮微粒,普通,1.6,0.18,41.7,42.5,35,17,6.5,7.6,1.1,3,28,"2024-11-14 17:00",,0.1,19.3,41,1,120.19933333,23.702175,41
朴子,嘉義縣,60,細懸浮微粒,普通,3.1,0.23,47.6,47.0,50,27,11.7,13.2,1.5,1.5,354,"2024-11-14 17:00",,0.1,19,46,1,120.2478,23.46538,40
新港,嘉義縣,88,細懸浮微粒,普通,2.5,0.17,49,46.2,68,33,9.2,10.3,1.1,1.8,332,"2024-11-14 17:00",,0.1,30.5,67,1,120.345531,23.554839,39
崙背,雲林縣,105,細懸浮微粒,對敏感族群不健康,1,0.26,49.8,40.7,69,31,6.1,6.5,0.3,1,319,"2024-11-14 17:00",,0.2,37,71,0,120.348742,23.757547,38
斗六,雲林縣,144,細懸浮微粒,對敏感族群不健康,2.5,0.41,53,45.3,103,69,11.7,13.8,2.1,1.8,339,"2024-11-14 17:00",,0.3,52.2,81,1,120.544994,23.711853,37
南投,南投縣,110,細懸浮微粒,對敏感族群不健康,1.9,0.45,40.7,47.9,95,58,25.9,27.6,1.7,1,18,"2024-11-14 17:00",,0.3,38.9,67,1,120.685306,23.913,36
二林,彰化縣,93,細懸浮微粒,普通,3,0.26,52.2,45.6,72,30,9.3,10.6,1.2,1.9,356,"2024-11-14 17:00",,0.2,32.4,76,1,120.409653,23.925175,35
線西,彰化縣,87,細懸浮微粒,普通,1.7,0.17,36.5,47.6,42,18,9.7,10.6,0.8,1.7,358,"2024-11-14 17:00",,0.2,30.2,56,1,120.469061,24.131672,34
彰化,彰化縣,121,細懸浮微粒,對敏感族群不健康,0.7,0.36,25.2,31.5,60,33,19.8,21.2,1.4,1.3,0,"2024-11-14 17:00",,0.3,43.1,71,1,120.541519,24.066,33
西屯,臺中市,118,細懸浮微粒,對敏感族群不健康,1,0.32,38.4,34.8,70,34,27.6,30.2,2.5,1.5,29,"2024-11-14 17:00",,0.3,42.2,74,1,120.616917,24.162197,32
忠明,臺中市,117,細懸浮微粒,對敏感族群不健康,1.1,0.36,44.3,37.3,61,36,16.4,18.4,1.9,1.3,325,"2024-11-14 17:00",,0.4,41.6,65,1,120.641092,24.151958,31
大里,臺中市,141,細懸浮微粒,對敏感族群不健康,1.3,0.43,38.5,44.3,71,46,17,19.1,2,1.7,342,"2024-11-14 17:00",,0.4,50.8,77,1,120.67844444,24.09961111,30
沙鹿,臺中市,115,細懸浮微粒,對敏感族群不健康,0.9,0.3,53.6,38.4,63,31,7.4,8.3,0.9,1.5,0,"2024-11-14 17:00",,0.3,41,76,1,120.568794,24.225628,29
豐原,臺中市,126,細懸浮微粒,對敏感族群不健康,2.6,0.35,31.3,37.2,95,52,17.5,18.7,1.2,1.8,331,"2024-11-14 17:00",,0.4,45.3,83,1,120.74252414,24.25699731,28
三義,苗栗縣,118,細懸浮微粒,對敏感族群不健康,0.8,0.38,40.3,37.6,99,54,8.4,9.7,1.3,2,14,"2024-11-14 17:00",,0.3,42.1,70,0,120.75956754,24.38248443,27
苗栗,苗栗縣,98,細懸浮微粒,普通,2.4,0.34,58.6,47.9,53,32,9.2,10.4,1.2,0.3,338,"2024-11-14 17:00",,0.3,34.5,60,1,120.82011468,24.56499183,26
頭份,苗栗縣,97,細懸浮微粒,普通,1.9,0.38,49.1,51.0,60,37,17.8,19.1,1.3,0.7,316,"2024-11-14 17:00",,0.3,34.2,56,1,120.89869286,24.69690679,25
新竹,新竹市,96,細懸浮微粒,普通,2.2,0.52,49.6,52.0,57,41,21,21.7,0.7,1,314,"2024-11-14 17:00",,0.4,33.9,47,1,120.97236752,24.8056356,24
竹東,新竹縣,95,細懸浮微粒,普通,1.1,0.41,57.2,52.4,61,41,16.6,18.1,1.4,1.3,320,"2024-11-14 17:00",,0.3,33.4,53,1,121.08895493,24.74091408,23
湖口,新竹縣,101,細懸浮微粒,對敏感族群不健康,1.2,0.34,60,58.0,52,46,7.7,8.2,0.5,0.6,289,"2024-11-14 17:00",,0.3,35.5,45,0,121.03886894,24.90009696,22
龍潭,桃園市,114,細懸浮微粒,對敏感族群不健康,1.7,0.49,57.1,57.0,81,56,20.3,21.2,0.8,0.3,0,"2024-11-14 17:00",,0.4,40.6,61,1,121.21645772,24.86400048,21
平鎮,桃園市,99,細懸浮微粒,普通,1,0.48,53.8,52.5,83,50,18.2,19,0.8,0.6,302,"2024-11-14 17:00",,0.4,34.9,56,1,121.203986,24.952786,20
觀音,桃園市,90,細懸浮微粒,普通,0.6,0.25,53,51.4,56,35,9.1,9.8,0.6,0.9,256,"2024-11-14 17:00",,0.2,31.5,53,1,121.08283092,25.03556747,19
大園,桃園市,94,細懸浮微粒,普通,7.6,0.49,27.9,46.7,70,42,39.9,42.7,2.7,1.1,25,"2024-11-14 17:00",,0.4,32.8,56,2,121.20251473,25.06100357,18
桃園,桃園市,102,細懸浮微粒,對敏感族群不健康,4.1,0.68,38.6,43.6,92,54,43.5,46,2.4,0.9,338,"2024-11-14 17:00",,0.4,35.7,59,2,121.30500531,24.9947107,17
大同,臺北市,31,,良好,1.5,1.02,,,9,11,18.6,72.3,53.7,-,-,"2024-11-14 17:00",,0.8,9.5,13,0,121.51342074,25.06331455,16
松山,臺北市,11,,良好,0.4,0.15,9.6,10.4,9,1,6.3,12.7,6.3,2.2,26,"2024-11-14 17:00",,0.1,2.1,11,0,121.578611,25.05,15
古亭,臺北市,10,,良好,,0.13,10.3,11.9,8,3,5.1,10.9,5.8,2.6,58,"2024-11-14 17:00",,0.1,0.9,9,,121.529556,25.020608,14
萬華,臺北市,22,,良好,1.6,0.27,2.7,8.2,9,0,13.4,27.2,13.8,2.2,90,"2024-11-14 17:00",,0.2,2,12,1,121.507972,25.046503,13
中山,臺北市,20,,良好,0.4,0.3,5.7,8.3,13,4,12.4,22.1,9.7,2.8,79,"2024-11-14 17:00",,0.2,5.1,11,0,121.526528,25.062361,12
士林,臺北市,13,,良好,0.5,0.17,8.8,12.7,14,4,8.6,11.7,3,1.1,105,"2024-11-14 17:00",,0.1,2.8,11,0,121.51666356,25.10334003,11
淡水,新北市,30,,良好,1.3,0.21,45.3,24.6,39,28,8.4,9.4,0.9,1.8,160,"2024-11-14 17:00",,0.1,9.3,27,0,121.449239,25.1645,10
林口,新北市,25,,良好,0.3,0.25,3.5,10.8,18,1,15.8,26.9,11.1,2.8,85,"2024-11-14 17:00",,0.1,2.7,13,0,121.36548982,25.07798949,9
菜寮,新北市,17,,良好,0.6,0.32,6.7,11.6,13,6,10.5,14.4,3.9,2.4,88,"2024-11-14 17:00",,0.2,4.5,9,0,121.481028,25.06895,8
新莊,新北市,23,,良好,0.7,0.26,5.8,11.8,27,7,11,15.6,4.6,3,74,"2024-11-14 17:00",,0.1,7,21,0,121.4325,25.037972,7
板橋,新北市,25,,良好,0.4,0.42,5.1,10.8,18,5,15.1,26.7,11.5,1.5,76,"2024-11-14 17:00",,0.3,5.9,13,0,121.458667,25.012972,6
土城,新北市,18,,良好,0.6,0.33,7.2,12.6,19,7,11.9,15.3,3.4,0.6,116,"2024-11-14 17:00",,0.2,4.9,14,0,121.451861,24.982528,5
新店,新北市,24,,良好,0.6,0.2,10.8,13.2,8,11,5.1,7.1,1.9,2.4,119,"2024-11-14 17:00",,0.1,7.3,8,0,121.537778,24.977222,4
萬里,新北市,17,,良好,0.5,0.21,6,13.8,22,2,10.3,18.5,8.1,0.8,274,"2024-11-14 17:00",,0.1,3,10,1,121.689881,25.179667,3
汐止,新北市,25,,良好,0.5,0.22,4.4,10.5,11,8,12.9,22.5,9.6,1.2,112,"2024-11-14 17:00",,0.1,7.6,8,0,121.64081,25.06624,2
基隆,基隆市,12,,良好,0.6,0.13,11.9,13.3,12,0,3.4,4.7,1.2,0.2,28,"2024-11-14 17:00",,0.1,1.4,8,0,121.760056,25.129167,1
屏東(枋山),屏東縣,40,,良好,0.2,0.08,14.4,43.2,3,5,0.7,1.7,0.9,1.8,85,"2024-11-14 17:00",,0.1,12.4,33,0,120.651472,22.260899,313
宜蘭（頭城）,宜蘭縣,16,,良好,0.1,0.08,16.2,17.4,19,5,2.9,3.4,0.5,0.2,70,"2024-11-14 17:00",,0,2.8,13,0,121.82463916,24.85366672,312
新北(樹林),新北市,56,二氧化氮,普通,1.7,0.51,21.4,16.9,61,32,38.1,41.8,3.7,0,13,"2024-11-14 17:00",,0.3,10.7,26,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,80,細懸浮微粒,普通,0.5,0.16,43.4,50.1,30,19,3.9,4.8,0.8,1.1,330,"2024-11-14 17:00",,0.2,27.4,44,0,120.37722,22.35222,204
臺南（麻豆）,臺南市,51,細懸浮微粒,普通,0.4,0.16,45.2,40.1,46,17,7.7,8.9,1.1,1,351,"2024-11-14 17:00",,0.1,15.5,45,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,48,,良好,1.3,0.17,42.3,37.4,35,14,5.5,6.3,0.8,1.8,284,"2024-11-14 17:00",,0.2,14.7,39,1,120.24535,22.87985556,202
彰化（員林）,彰化縣,124,細懸浮微粒,對敏感族群不健康,1.9,0.41,48.8,43.5,71,49,15.1,16.5,1.4,0.8,352,"2024-11-14 17:00",,0.4,44.4,71,1,120.56373,23.96117,201
大城,彰化縣,60,細懸浮微粒,普通,0.6,0.13,33.4,36.4,24,13,5.9,6.6,0.6,3.1,33,"2024-11-14 17:00",,0.1,19,34,0,120.26964167,23.85493056,85
富貴角,新北市,57,細懸浮微粒,普通,0.6,0.19,55.7,36.5,42,25,4.1,4.1,0,0.8,160,"2024-11-14 17:00",,0.1,17.8,34,0,121.53656894,25.29681695,84
麥寮,雲林縣,81,細懸浮微粒,普通,1.4,0.2,36.1,40.1,44,26,6.9,8.3,1.3,3,359,"2024-11-14 17:00",,0.1,27.8,43,1,120.251825,23.753506,83
關山,臺東縣,19,,良好,1.1,0.14,6.5,7.4,17,3,3.6,5.5,1.8,0.7,87,"2024-11-14 17:00",,0.1,2.7,19,1,121.161933,23.045083,80
馬公,澎湖縣,43,,良好,1.5,0.22,50.5,46.2,30,11,3.5,4.3,0.7,2.9,42,"2024-11-14 17:00",,0.1,10,28,1,119.566158,23.569031,78
金門,金門縣,47,,良好,0.9,0.3,45.3,51.3,36,19,10.8,11.5,0.6,1.9,107,"2024-11-14 17:00",,0.2,13.7,28,1,118.312256,24.432133,77
馬祖,連江縣,31,,良好,0.9,0.3,27.6,31.5,15,10,8.4,9.2,0.8,3.3,352,"2024-11-14 17:00",,0.2,9.7,15,0,119.952724,26.153736,75
埔里,南投縣,47,,良好,1.3,0.2,26.8,25.7,15,16,5.9,7.2,1.2,0.4,221,"2024-11-14 17:00",,0.2,14.4,18,1,120.967903,23.968842,72
復興,高雄市,80,細懸浮微粒,普通,0.8,0.37,37.7,49.0,42,22,,,,0.4,197,"2024-11-14 17:00",,0.3,27.3,47,0,120.312017,22.608711,71
永和,新北市,16,,良好,,,7.5,12,13,6,8.4,14.4,5.9,1.7,99,"2024-11-14 17:00",,0.2,5,10,0,121.516306,25.017,70
竹山,南投縣,99,細懸浮微粒,普通,2.4,0.48,49.1,44.4,99,53,13.5,14,0.5,1.2,312,"2024-11-14 17:00",,0.2,34.9,60,1,120.677306,23.756389,69
中壢,桃園市,104,細懸浮微粒,對敏感族群不健康,2,0.98,20.5,27.4,74,46,52.5,80.8,28.2,0.3,22,"2024-11-14 17:00",,0.8,36.6,55,1,121.221667,24.953278,68
三重,新北市,30,,良好,0.7,0.78,2.2,4.4,19,6,18.1,74.3,56.1,-,-,"2024-11-14 17:00",,0.6,6.1,15,0,121.493806,25.072611,67
冬山,宜蘭縣,17,,良好,0.5,0.23,8.6,12.8,24,7,8.9,16,7.1,0.9,179,"2024-11-14 17:00",,0.1,4.4,17,0,121.792928,24.632203,66
宜蘭,宜蘭縣,15,,良好,0.7,0.2,8.8,12.0,20,10,6,8.4,2.3,1.9,122,"2024-11-14 17:00",,0.1,4.5,13,0,121.746394,24.747917,65
陽明,臺北市,13,,良好,0.6,0.09,14.5,15.0,4,0,0.7,1.4,0.6,,,"2024-11-14 17:00",,0,0.9,7,0,121.529583,25.182722,64
花蓮,花蓮縣,20,,良好,0.9,0.22,10.5,11.8,28,3,4.8,6.9,2,0.8,166,"2024-11-14 17:00",,0.1,2.6,20,1,121.599769,23.971306,63
臺東,臺東縣,12,,良好,0.6,0.21,5.9,9.3,6,1,7.5,11.7,4.2,1.1,294,"2024-11-14 17:00",,0.1,1.2,10,0,121.15045,22.755358,62
恆春,屏東縣,13,,良好,0.5,0.09,14.5,14.5,2,0,0.7,1.7,0.9,6.9,37,"2024-11-14 17:00",,0,1.5,4,0,120.788928,21.958069,61
潮州,屏東縣,61,細懸浮微粒,普通,1.4,0.21,67,46.8,48,25,8,9,1,1.5,206,"2024-11-14 17:00",,0.1,19.7,34,1,120.561175,22.523108,60
屏東,屏東縣,49,,良好,,0.25,,38.4,44,,8.8,9.3,0.5,1.5,271,"2024-11-14 17:00",,0.2,15.1,35,1,120.488033,22.673081,59
小港,高雄市,76,細懸浮微粒,普通,1.1,0.26,27.7,40.3,53,15,34.3,44.1,9.7,1.9,258,"2024-11-14 17:00",,0.3,25.6,55,0,120.337736,22.565833,58
前鎮,高雄市,72,細懸浮微粒,普通,2.1,0.22,33.7,45.8,47,19,23.3,25.4,2.1,1.2,327,"2024-11-14 17:00",,0.3,24.1,47,1,120.30833356,22.6044507,57
前金,高雄市,60,細懸浮微粒,普通,0.6,0.29,38.4,40.8,54,14,15.9,18.5,2.6,2.1,359,"2024-11-14 17:00",,0.2,19.2,54,0,120.28676111,22.63390278,56
左營,高雄市,56,細懸浮微粒,普通,0.8,0.16,42.5,39.8,34,11,4.9,6.3,1.4,2.4,292,"2024-11-14 17:00",,0.2,17.7,41,1,120.292917,22.674861,54
楠梓,高雄市,62,細懸浮微粒,普通,1.3,0.23,41.1,42.2,55,18,12.3,13.9,1.6,1.8,277,"2024-11-14 17:00",,0.2,20,51,1,120.328289,22.733667,53
林園,高雄市,75,細懸浮微粒,普通,1,0.14,45.1,45.5,43,15,5.8,6.2,0.3,1.9,241,"2024-11-14 17:00",,0.2,25.3,50,1,120.41175,22.4795,52
大寮,高雄市,80,細懸浮微粒,普通,1.7,0.28,55.3,46.3,43,26,15.4,16.5,1,1.2,219,"2024-11-14 17:00",,0.2,27.1,34,2,120.425311,22.56413611,51
鳳山,高雄市,80,細懸浮微粒,普通,1,0.84,31.7,44.8,53,22,27.9,31.8,3.8,0.6,275,"2024-11-14 17:00",,0.5,27.3,52,1,120.357422,22.628126,50
仁武,高雄市,69,細懸浮微粒,普通,1.1,0.2,34.8,42.2,36,17,13.9,15,1,2.3,290,"2024-11-14 17:00",,0.3,22.7,41,1,120.332631,22.689056,49
橋頭,高雄市,71,細懸浮微粒,普通,0.8,0.16,42,40.0,43,17,7.9,9.2,1.2,2.6,251,"2024-11-14 17:00",,0.2,23.8,46,0,120.305689,22.757506,48
美濃,高雄市,49,,良好,1,0.22,47.7,35.6,32,15,3.5,4.3,0.8,1.7,212,"2024-11-14 17:00",,0.2,15,31,0,120.530542,22.883583,47
臺南,臺南市,63,細懸浮微粒,普通,0.5,0.3,44.3,43.6,49,23,11.2,12.4,1.1,1.6,348,"2024-11-14 17:00",,0.2,20.5,44,0,120.21947897,22.98928311,46
安南,臺南市,61,細懸浮微粒,普通,0.9,0.23,47.3,42.8,49,18,6.2,7.3,1,1.2,329,"2024-11-14 17:00",,0.2,19.5,46,0,120.2175,23.048197,45
善化,臺南市,68,細懸浮微粒,普通,1,0.16,46.1,41.8,48,19,5.4,6.7,1.2,1.3,331,"2024-11-14 17:00",,0.1,22.6,52,1,120.29740529,23.11337642,44
